별점,리뷰내용,작성자,작성자 프로필 링크,시간,사업장명
4,"도심에서 즐기는 신선한 해산물의 향연
#연피랑 #연남동맛집 #해산물맛집

단독 주택을 개조한 멋스러운 공간연출
통영 중앙시장에서 직송으로 신선한 해물을 즐길 수 있는 공간

(통영 동피랑 마을에서 영감을 얻어 연피랑으로 상호를 했구나 싶다)

지금 같은 날씨에 야장에서 먹기 좋은 최고의 분위기ㅎㅎ
실내도 고택을 개조하여 멋스러운 공간과 조도로 연인이나 친구들과 가벼운 안주에 한잔하기 좋다.

남자끼리라면 3차로 해산물에 화이트와인 소비뇽블랑으로 개운하게 입가심 하기 매우 좋다ㅋㅋㅋ
고급 해산물 플래터 85,000
돌문어, 참소라, 가리비, 돌멍게. 우니

돌문어+가리비 63,000
잘 삶아진 돌 문어에 가리비 꽃이 핀듯 화려한 플레이팅
차돌해물짬뽕 22,000
화려한 주방 불쇼로 이목을 집중 시키는 메뉴다ㅎㅎ
역시 짬뽕은 불맛 아니던가? 또한 소주의 끝은 국물 아니던가?ㅎㅎㅎㅎ

연남동에서 거하게 한잔 하고 또 분위기 잡고 한잔 하고 싶다면 추천ㅎㅎ 지금 같은 날씨에 강추ㅋㅋ",Road Bang (방로드),https://www.google.com/maps/contrib/106349041657489486983/reviews,3년 전,연피랑
4,"상수 동피랑에 대한 너무 좋은기억으로 연피랑에 와봤어요! 우니는 진짜 너무너무맛있음 ㅠㅠㅠ
가격대가 좀 있지만 메뉴들이 하나같이 다 맛있습니다. 화장실이 한칸이라 사람몰리면 노답이긴한데 그래도 깨끗하고 좋았어용~",sue,https://www.google.com/maps/contrib/101564870137202728253/reviews,6년 전,연피랑
3,"평일 저녁 7시반쯤 가니 자리가 반쯤 차있었네요. 돌문어+가리비 세트를 주문했어요.
돌문어 야들한 편이고, 참기름 장에 찍으먹으면 잘 어울립니다.
가리비도 적당히 삶아 식감도 괜찮고 비린 냄새도 크게 나지 않았어요.
가격대가 조금 나가지만 무난하게 먹을 수 있는 곳입니다. 화장실은 내부에 있었는데 한 칸에다가 남녀 공동사용이라 조금 불편했어요.",Ga young Bae,https://www.google.com/maps/contrib/114537524441373321223/reviews,2년 전,연피랑
3,"외관부터 느껴지는 분위기 좋은 카페.
조용하고 감성 넘치는 그림과 장식들이 굿입니다.
커피도 맛있지만, 마들렌이 너무 맛있었어요.
결국하나 더 시켜먹었다는...
연남동에 카페가 많지만 그중에서도 다시 가볼만한 카페네요.",Matboard Chart,https://www.google.com/maps/contrib/110043857649920046057/reviews,8달 전,코이크
3,"티류 (얼그레이, 루이보스 발란스,프루티 카모마일 등) 맛있고, 커피는 평범 무난했다.

치즈케이크: 보이는 그대로의 치즈케이크 맛. 그 위에 귀여운 생크림은 느끼하지 않았고 달지도 않았다. 고소함.

단호박케이크: 당도 낮은 단호박으로 만든 맛. 진짜 단호박 맛없는 거 사서 먹는 맛이었다.

얼그레이케이크: 일행은 맛있게 먹었지만 난 얼그레이 향이 향긋하거나 짙게 나지 않아서 별로였다. 얼그레이가 나다 말고 약간 조잡하게 느껴지는 느낌. 케이크 위에 색소로 꽃을 그릴 게 아니라 그냥 얼그레이 티 꽃잎을 올리는 게 더 나았을 수도?

더블베리케이크:  약간 뻑뻑한 제누와즈 사이에 크림치즈크림?, 딸기잼을 샌딩했다. 딸기잼 아주 오랜만이라 아주 신선했다. 재미있음.",Yijin Kim (Jane),https://www.google.com/maps/contrib/115190308019353348966/reviews,1년 전,코이크
5,좋아하는 희귀 식물들 실컷 보고 그 공감대로 사장님과 즐거운 대화도 나누고... 수제케이크 넘 귀엽고 맛있었어요. 히비스커스메이플시럽에이드도 강추합니다. 그러나 마음을 식물들에게 빼앗긴 터라 음식은 그 다음이었네요??,정은주,https://www.google.com/maps/contrib/116170452565201802985/reviews,4년 전,코이크
5,"2층만 하던 것 같은데 1층까지 확장된 성업중인 카페
손님도 많고 어수선한 감도 있으나 깔끔한 베이커리, 커피는 충분히 만족스러움",BONG,https://www.google.com/maps/contrib/114884706938950681659/reviews,2년 전,코이크
5,오래전부터 사장님의 팬입니다. 최고의 파티셰님!,trtttrtrt,https://www.google.com/maps/contrib/111993720294599357069/reviews,7달 전,코이크
5,"이름 그대로 연남동 동네 마실 나온것 처럼 편안하고 아늑한 분위기에서 다양한 칵테일과 함께 2차로 오기 좋은 곳입니다. 칵테일 부터 다양한 위스키들이 함께 있는데요. 분위기 맛집, 음악 맛집입니다. 좌석도 편안하고 손님들은 젊잖은 분들이 주로 오셔요.

오늘 화장실을 처음 이용해봤는데요. 휴지 끝단이 삼각형으로 접혀져 있었어요. 흡사 고오급 호텔에서 볼 수 있었던 서비스입니다. 알고보니 여사장님께서 유명 호텔리어 출신이셨다고 하시네요. 그리고 여기는 칵테일 월드클랙스 우승 + 준우승 경험이 있으셔서 칵테일 내공이 장난아닙니다.

위스키 가격은 1.3만원 부터 시작, 칵테일은 1.8~2.2만원 부터 가능합니다. 간단하게 배채울 수 있는 메뉴들도 있어서 좋았어요. 해장라면 부터 그릴 스테이크 까지 있습니다.",INcLine Museum_인클,https://www.google.com/maps/contrib/104297318269017628929/reviews,2달 전,연남마실
5,"연남동에 칵테일 맛집을 찾아버렸네요ㅎㅎ 프렌치 클로버 클럽이랑 시네마 위스키 사워를 시켰는데 깔끔하게 너무 맛있더라구요!! 프렌치 클로버 클럽은 상큼하고 달달한 과일 조합에 시네마 위스키 사워는 고소한 팝콘향이 기가막히게 어울려서 감탄하며 마셨던 것 같아요. 사장님이 월드클래스 우승, 준우승 경험이 있어서 그런지 칵테일에 진심이신 것 같았어요. 그만큼 고급지고 맛있었습니다! 연남마실이라는 이름에 걸맞게, 친근하면서도 감성있는 분위기가 너무 좋았습니다 :)",김은지,https://www.google.com/maps/contrib/111647053768540370239/reviews,5달 전,연남마실
3,"다양한 시그니처 칵테일이 갖가지로 다 먹을 만하지만, 다른 칵테일바에 비해 분위기가 없고 요리/안주류가 부실합니다. 바텐더 분이 추천과 설명을 잘해주심. 조용하고 음악 소리가 크지 않아 대화 나누기엔 좋습니다.",Dewani Cage,https://www.google.com/maps/contrib/100199485891425929274/reviews,2달 전,연남마실
5,"분위기 칵테일 인테리어 음악 뭐하나 빠지는게 없네요~~대표님 부부도 너무 위트있으시고 친구들하고 재밌게 놀다 갑니다 :)
앗  그리고 연남마실 마스코트 소다 꼭 보셔야해요. 너무 귀여워요 ??
연남동 오면 꼭 가보세요 추천 꾹 합니다??",수영,https://www.google.com/maps/contrib/104648717876451727008/reviews,2년 전,연남마실
5,"분위기와 향 인테리어 아주 좋네요.

와인만 마셨지만 다음엔 칵테일과 위스키도 한잔하

싶습니다.

/ 가격대도 높지 않습니다. 다만 역에서 조금 많이(?) 걸어야 하긴 합니다ㅠ",1278 Anonymity,https://www.google.com/maps/contrib/108755141963332594343/reviews,4년 전,연남마실
2,음식은 맛있고 무난한데... 맥주 양 이거 맞아요...? 용량이라도 써두면서 판매하면 좋을 것 같네요,matt,https://www.google.com/maps/contrib/112047465247998615297/reviews,1주 전,이주방
5,편안하고 좋은분위기에 맛도 좋아서 술마시기 참 좋은곳입니다,업백백업,https://www.google.com/maps/contrib/115057638810731620047/reviews,3주 전,이주방
5,"인생 야끼소바, 오꼬노미야끼를 만난 곳

음식: 음식 하나하나 엄청 신경써서 만드시는 게 보이는데, 각 자리에 있는 철판만 봐도 음식을 먹는 경험이 얼마나 중요한지를 아시는 것 같음. 야끼소바도, 오꼬노미야끼도 너무 맛있어서 다음날 또 감ㅠ 심지어 기본찬으로 나오는 감자샐러드 마저 너무 맛있음ㅠㅠ

서비스: 웨이팅이 있는 편인데, 예약 가능함. 엄청 친절하지는 않지만 딱 기본 이상의 서비스가 느껴짐

분위기: 매장이 넓고 좋음. 바자리에 앉으면 사장님이 요리하는 모습 직관 가능한데 은근 재미짐 ~.~ 게다가 매장이 완전 깨끗해서 믿음이 감!@",챌니,https://www.google.com/maps/contrib/110083593297316743551/reviews,10달 전,이주방
5,정통 오꼬노미야끼 맛집 ! 분위기도 좋아요,곽슬기,https://www.google.com/maps/contrib/112521317754826375100/reviews,3주 전,이주방
5,"맛있고, 분위기도 좋아요!!! 매실 하이볼도 맛있어요????",Jennifer Lim,https://www.google.com/maps/contrib/115473234886575583457/reviews,2년 전,이주방
5,"연남동에서 제 기준 가장 맛있는 고깃집이라 단언합니다.. (혹시 다른 곳 있다면 좀 알려주세요 ㅋ)
최근에 알게 된 후로 일주일에 2번은 꼭 가는 것 같아요. 벌써 6번짼가?
삼겹, 항정껍데기, 목살, 갈매기살, 주먹고기 다 먹어봤는데 제 최애는 2명이서 먹을 때 삼겹살 2인분, 항정껍데기살1인분, 껍데기 1인분 그리고 냉면 , 밥, 된찌 입니다. 김찌도 맛있는데 제입에는 된찌가 더 잘어울리고 맛도리였어요 ~ 물냉면도 정.말 맛있으니 꼭 드셔보세요. 음식도 빨리나오는 편이고 같이 나오는 파,콩나물무침이 정.말 맛있어요. 추가 반찬은 셀프입니다. 야채는 신선했고, 한국인의 필수인 김치도 꼭 같이 구워먹어보세요. 생으로 먹는거보다 구워먹으면 더 맛있는 김치입니다. 껍데기도 그동안은 오래 구워 먹었는데 5-10분 정도만 구우면 충분하더라구요 ! 껍데기 노릇노릇 잘 익고 두꺼운 껍데기는 안좋아했는데 여기서 먹고 생각이 완전히 바뀌었어요. 진짜 조오오온맛이니 꼭 가세요. 두번 가 세번ㄱㅏㅋ
두명이서 항상 먹으면 5만7천원 정도 나와용",미꾸,https://www.google.com/maps/contrib/107165284152035091077/reviews,2년 전,이억만 껍데기
5,"밤 열시에 먹는 고기라니!!
핫 한 시간에도 사람이 가장 많이 보여서 들어갔는데 역시나 많을수 밖에 없는 이곳
친구는 주먹고기가 맛있다 하고 나는 삼겹이 맛있고 우리 둘다 벌집껍데기에 반해버리고!!!!
껍데기가 이렇게 두꺼운건 또 첨 봤는데
이게 식으면 약간 고무처럼 질겨지는데 칼집때문인지 모르겠지만 먹는 끝까기 딱딱한거 없이 먹을수 있었고 파채도 맛있고 구워먹는 김치도 너무나 내 스타일!! 짱",킹육육,https://www.google.com/maps/contrib/110249256063362155776/reviews,2년 전,이억만 껍데기
4,"지나가다 배고픈데 저렴해서 들어갔는데
가격대비 너무 맛있어요
특히 목살과 껍데기가 맛있네요",츄릅,https://www.google.com/maps/contrib/111940309698848899981/reviews,2년 전,이억만 껍데기
4,"흠. 종류가 상당히 다양한 고깃집이네요^^ 주먹고기, 벌집껍데기 맛있구요. 개인적으로는 항정껍데기 강추입니다. 항정살 좋아하는데 항정껍데기는 처음 먹어보네요. 좀 바삭하다 싶을 정도로 구우면 껍데기와 항정살 사이 기름이 어우러져서 신세계로 안내해줍니다 ㅎㅎ",Junwoo Bae,https://www.google.com/maps/contrib/117520687286249276087/reviews,2년 전,이억만 껍데기
4,"주먹고기 >껍데기 > 항껍데기 순으로 맛있었다

고기는 직접 구워야하며 사람들이 많아서 대화
하기엔 적절하진 않음",H.J KIM,https://www.google.com/maps/contrib/114935556074547764437/reviews,1년 전,이억만 껍데기
5,,김진희,https://www.google.com/maps/contrib/109680301857117667319/reviews,6년 전,일더하기이분의일
5,,HSUEH YUNG WANG,https://www.google.com/maps/contrib/101561795976448489488/reviews,1년 전,일더하기이분의일
5,,eros Chao,https://www.google.com/maps/contrib/104586215401977938120/reviews,2년 전,일더하기이분의일
5,,KURATA AYAKO,https://www.google.com/maps/contrib/110887923507863053284/reviews,4년 전,일더하기이분의일
5,,김진우,https://www.google.com/maps/contrib/113979404937308901648/reviews,5년 전,일더하기이분의일
2,"별점이 낮은 이유가 세갠데

1. 고기가 너무 질겨서 껌씹는 기분이 듬
일행꺼는 엄청 부드러웠는데 내꺼는 걍 껌임
모양도 달라서 서버분에게 여쭤보니 같은 고기지만 부위가 달라서 그렇다함
저거 한조각 잘라서 먹은 사이즈에서 나온 양임
나머지는 일행이 먹음
나는 못먹어서 뱉음
그때 낀 힘줄이 치아에서 안빠져서 고생함 (교정이력 있음.. 교정기 끼신분들은 조심하시길)

2. 수란이 완숙이였음
어떻게 흰자는 안익고 노른자만 귀신같이 완숙인지 모르겠음 … 미스터리임 진짜
일행건 수란이 톡 터져서 맛있었음

두 부분 다 두명분 식사가 같으면 원래 이런 스타일인가보다 할텐데 2인분 식사가 너무 달라서 원래 이런곳이다는 아닌듯

3. 사실대로 리뷰 남겼더니 블라인드 처리함

그외로 음식들은 무난하게 괜찮
파스타랑 디저트는 맛있었으나 1인 12만원정도의 가격 퀄리티는 아닌듯함

분위기는 조용하고 괜찮음
생일 당일에 말씀드렸는데 준비 해주심 서버분 친절",이깜몬,https://www.google.com/maps/contrib/103090957259780362208/reviews,1달 전,업투미(up to me)
5,"연남동맛집 업투미는 르꼬르동 블루 출신 셰프님의 호주식 파인다이닝으로 맛볼 수 있었다.
호주의 브런치 문화를 업투미의 방식으로 재해석한 요리들로 구성되며 계절별로  코스의 구성 바뀐다.

업투미의 모든 요리는 좋은 재료를 사용해 자극적인 소스 없이 재료 본연의 맛이 잘 느껴지는 건강한 한 끼였다.

가격대비 코스 구성도 좋은 편이고  무엇보다도 고급스럽고 이국적인 분위기로 특별한 날이나  데이트 장소로  추천할만 하다.

식당 규모 대비 테이블 수가 적은 편이라 프라이빗 한 식사가 가능했다.",0IN YUN,https://www.google.com/maps/contrib/105222837664910194316/reviews,10달 전,업투미(up to me)
5,"일단 분위기가 너무 좋아서 정말 좋은 시간 보내고 왔어요
확실히 코스요리 전문점 답게 너무 맛있고  다양한메뉴를 맛볼수있어서 너무 재미있고 좋은 시간이였어요 정말 눈으로도 맛으로도 분위기도 어느하나 안빠지는 곳이여서 너무 만족스러웠습니다 다음에또 갈께용",Sohee Kang,https://www.google.com/maps/contrib/112057528880355018662/reviews,3주 전,업투미(up to me)
