별점,리뷰내용,작성자,시간,사업장명
3,"겉절이와 감자탕이 맛있는 집.

연남동 메인거리쪽에서 코너부근에 위치한
감자탕집으로 일찍 가지 않으면 웨이팅이
있을정도로 사람이 꽤 많다.

건물2층까지 전부 식당공간이며 2층은 대규모
예약손님을 위한공간이나 혹은 1층에 자리가
없을경우 개방하는것 같다.

기본적으로 세트와 감자탕, 수육을 가장 많이
사람들이 먹는데 보통은 세트로 주문하며
세트주문시 감자탕을 포함한 쭈꾸미볶음,
두부김치, 수육이 한세트로 나온다. 보기에는
별로 많아보이진 않지만 양도 꽤많은편이다.

양과는 별개로 맛은 좀 아쉬운데 특히나 수육
맛은 굉장히 퍽퍽하고 맛이 별로이다. 가장
맛있었던 요리가 겉절이와 볶음밥이였을 정도.

그래도 감자탕맛은 던체먹으로 무난하고 같이
나오는 쭈꾸미 볶음도 술안주로서 꽤나 괜춘
한편이라 크게 신경쓰지않고 술술 들어간다.
무엇보다 세트가격대비가 꽤나 괜찮은 편이다.

서비스적으로 좀 아쉬운 부분을 이야기하자면
직원들이 있는데 딱히 불친절하거나 하지는
않으며 2층에 직원이 너무 없는것이 문제가
아닐까 싶은데 바쁜 저녁타임이나 주말시즌
기준으로 1명만 계속 담당하시고 계셔서 대체
적인 서빙이나 주문이 조금 걸리는 경우가
발생한다.

그래도 이모저모 다 따져도 꽤나 괜찮은 식당.
소주와 함께 괜찮은 가성비한식이 땡긴다면
추천한다.",Serious Tom,1년 전,송가네감자탕
5,"연남동의 작은 일본식당 같아요~
일본에서 먹던 그맛!
떠먹는 스시라 밥양을 조절해 내맘대로 먹을 수 있고 김에 싸서 먹어도 너무 맛있습니다.
술종류도 많아 술한잔 하기도
좋은 곳이네요!!! 재방문 의사👌",강경희,2년 전,백식당
3,"덮밥집입니다. 가격은 비싸고 양은 적고
나쁘지는 않은데 그렇다고 확 끌리는 그런건 없네요. 비싸고 양이 적어 그런거 같습니다.",참이,1년 전,백식당
3,"맛있긴한데
약 간비싼 느낌",김민수,1년 전,백식당
1,"메뉴 사진보고 올라갓다
개실망햇슴.저녁시간7시30분이후 이용금지 .
가성비제로. 리뷰 믿지마세요.",Chul J Lee,7달 전,백식당
5,맛있어요,Patitta Wejprasit,1년 전,백식당
5,"음식. 서비스. 분위기 다 좋아서 재방문한 맛집이에요! 연남동에서 가장 특색있는 퓨전 음식집인거같고, 전반적인 서양음식 베이스에 한국적인 요소가 가미되어있는 메뉴들이라 외국인들에게도 부담없이 한국음식 소개할 수 있는 좋은식당같아요. 순두부 토마토 파스타 진짜 맛있어요 ㅠㅠ!!",한정민,2주 전,서양면옥
5,"양식인데 조금 색다른 느낌이에요
파스타도 버터장조림파스타가 있고, 뇨끼에도 치즈가 들어있어요!
그리고 부채살 꽈리고추 볶음도 맛있습니다 👍🏻👍🏻

양배추 샐러드는 입가심하기에 깔끔해서 너무 좋았고
원래 양식 먹을때 리조또 잘 안시키는데 생각보다 더 맛있게 먹었어요!!
데이트 코스로 오기에도 좋을 것 같아요:)",안유진,2달 전,서양면옥
5,"지인한테 전부터 추천 받아서 꼭 와보고 싶었는데 늘 사람이 많아서 못 오다가 운 좋게 웨이팅 없이 입장했어요!!
맛있어 보이는 메뉴 많아서 고민하다가 인기 메뉴들을 먼저 주문해봤는데, 역시나 너무 맛있었어요! 특히 소고기 장조림 파스타가 장조림의 짭쪼름하면서 달달한 맛은 나되, 살짝 후추 같은 맛이 조화로워서 물리지 않더라구요. 리조또는 스테이크도 소스도 다 너무 맛있어서 남친이랑 먹는 내내 대화는 안 하고 서로 맛있다 맛있다 하면서 먹었어요. 담에 다른 메뉴 꼭 먹어보고 싶어요🥹🩷",허유림,3달 전,서양면옥
5,사장님이 친절하시고 음식도 맛있어요. 라자냐는 제육볶음 느낌의 매콤하면서 토마토 소스맛이 나서 독특했고 치즈도 많이 들어있어요. 알배추 샐러드는 네이버 알림 설정하면 쿠폰 받을 수 있으니 꼭 드셔보세요!! 아삭아삭하면서 라자나랑 같이 먹으면 전혀 느끼함이 없어요ㅎㅎ,임수연,1달 전,서양면옥
5,"분위기가 좋아보여서 들어온 음식점인데
음식들이 다 특색있고 맛있었습니다!!

스테이크 로제 파스타와 승헌이의 야심작 파스타를 먹었는데 승헌이의 야심작이 크림인데 느끼하지도 않고 청양인데 많이 맵지도 않아서 굉장히 특별하고 맛있었어요!
다른 야심작들도 너무 궁금해서 다 먹어보고 싶은 식당입니다,, 🙌🔥",심하정,4달 전,서양면옥
5,일단 옹심이 파스타가 되게 독특하고 맛있었어요. 방문한다면 꼭 드셔보세요 🤭!! 파스타는 전반적으로 다 맛있었구요. 콘피자는 생각보다 무난했고 깔조네는 맛있네요. 자리가 많지 않아서 종종 웨이팅이 있는것같지만 맛있는 식당이라 추천합니다 :),김예슬,4년 전,여덟
4,"셰프 혼자 운영하는데 음식이 서빙되는 시간도 적당하고, 번잡한 느낌없이 잘 운영되는 레스토랑 같다. 테이블이 많지 않아 아기자기한 느낌인데 음식도 그럭저럭 괜찮다. 파스타, 피자가 메뉴의 전부이고 샐러드 등 기타 옵션은 없다.",마스,1년 전,여덟
5,장소가 매우 협소해서 웨이팅 필수인 것 같아요. (2인은 빠르게 회전하는데 4인 테이블이 하나?정도밖에 없어 더 기다려야하는 것 같았어요) 웨이팅해 놓는 기계가 따로 없어서 더운 여름이나 추운 겨울엔 웨이팅 하기 힘들 것 같지만 !!! 그걸 이길 만큼 매우 만족한 식사였습니다. 사장님과 일하는 직원 모두 친절하셨고 음식도 빨리 나왔어요.,Lucia,3년 전,여덟
5,예전부터 가고 싶었는데 재료 소진이 빨라서 이제서야 가봄! 쉐프님이 혼자셔서 시간 많이 걸릴 줄 알았는데 생각보다 오래 안 걸림 감자옹심이크림파스타는 맵찔이도 무난하게 먹을 수 있음,Chero A.,2년 전,여덟
5,1인 쉐프가 운영하시는 음식점. 들깨 불고기 파스타하고 콘치즈 피자를 먹었는데 정말 맛있었다. 조금 이른 시간에 가는걸 추천합니다. 저녁 시간대 되니까 사람들로 가득했습니다.,김진현,2년 전,여덟
5,"우연히 찾아간 라멘집인데 줄서서 먹는 곳이었어요!
다이어트한다고 건강식만 먹다가 오랜만에 라멘을 먹었다니 맵찔이에게는 조금 매웠습니다🥹

그렇지만 깊고 맛있어요!",성수두르미,2달 전,쿄라멘(Kyo ramen)
5,합리적인 가격으로 만족스러운 식사를 즐길 수 있다. 가게가 인기 애니메이션의 다양한 굿즈들로 꾸며져 있어 구경하는 재미가 있다.,노승준,2달 전,쿄라멘(Kyo ramen)
5,묵직한 돈코츠라멘 말그대로 국물이 헤비한데 제 스탈은 아니네요ㅜ 그래도 웨이팅가게치고 비싸지도않고 밥 말아서 맛있게 잘 먹었습니다~,이소진,4달 전,쿄라멘(Kyo ramen)
5,".쿄 라멘.
후쿠오카 다녀온지 한달 정도 되어서 급 라멘이 생각나서 들린곳.
연남동 라멘을 검색하다가 갑자기 생각난 라멘집.
연남동 미로 골목에 있어서 지도를 잘 버고 찾아야함.

👍👍👍
🤩장점🤩
-돈코츠 라멘은 제법 훌륭하다 국물을 먹는 순간 와 이거 괜찮네 라고 남발함.
-차슈 크기도 꽤 커서 좋다.
-기린 병맥주가 가격이 좋다.

👎🏻👎🏻👎🏻
🤔단점🤔
-웨이팅을 피했지만 입장하고 10분만에 웨이팅 시작.
-골목에 있어서 찾기가 어렵다.

🏁총평🏁
연남동 주변에 라멘집은 많지만 돈코츠라멘은 여기 꽤나 훌륭하다.순간 후쿠오카를 온 기분이 날정도.
자주 방문 할거 같다.",YJ Sung,10달 전,쿄라멘(Kyo ramen)
5,"돈코츠라멘(8천원)에 멘마(2천원) 추가랑 아부라소바(8천원) 주문했어요.
돈코츠라멘 국물은 쿰쿰하고 기름진게 정말 맛있는데 제 입엔 차슈랑 계란도 짜서 다 못먹고 차슈랑 계란 남겼어요. 아부라소바도 많이 짜서 밥 받아서 같이 비비니 간이 맞네요.

참, 돈코츠라멘에 넣으려고 간마늘 부탁했는데 날이 더워 간마늘이 약간 갔는지 쉰냄새 나더라구요. 이런건 개선되었으면 합니다.
추천 받아서 왔고 기대 많이 했는데 좀 아쉬워요",선물가게,1년 전,쿄라멘(Kyo ramen)
5,"신선한 토마토가 느껴지는 소스에,
적당히 잘 삶아진 면이 맛있었습니다.
매콤한 오일파스타도 맛있었고요, 새우향이 진하게 느껴지는 감바스도 최고입니다.
피자는 패스츄리 도우라 독특했고,
다른 곳서는 잘 맛볼 수 없는 전복리조또까지
정말 맛있게 먹고 왔습니다. 통통한 전복이에요♡
갈 때마다 싹싹 긁어 먹고 오네요.",J J,4년 전,유니의 우아한 식탁
5,"예약 가능해서 예약방문하면 웨이팅 없이 입장되고
가격은 평균
맛은 준수
재료를 아끼지 않고 쓰고 신선함
서비스는 준수
분위기는 시끌벅쩍
테이블 간격이 좁아 대화가 살짝 어려운 정도.
재방문 의사 있음",AlphaNomegA,1년 전,유니의 우아한 식탁
4,"2인세트로, 매콤차돌오일파스타와 감바스 주문했습니다. 파스타는 매콤한 맛에 오일파스타가 잘 어울렸고, 감바스는 딱 그 맛입니다. 세트 주문시, 탄산음료는 리필됩니다.",강성오,1년 전,유니의 우아한 식탁
5,아담한 가게라 몇테이블없는데 꽉차서인지 음식나오는 시간이 좀 걸렸어요~갠적으로 칠리새우리조또가 맛났어요^^,jju yu,3년 전,유니의 우아한 식탁
5,피자는.. 페스츄리 도우라서 내취향은 아니었지만 가격대비맛있아요 ^-^,먕먕,4년 전,유니의 우아한 식탁
4,"옆 컴포즈커피와 콜라보가 되어있는 빵집. 15000원 이상 구매시, 영수증으로 컴포즈커피에서 아메리카노 한 잔을 받을 수 있다.

컴포즈 커피와의 콜라보 외에도, 빵 자체도 상당히 맛있는 편. 크로와상 샌드위치를 처음 먹어봤는데, 엄청 마음에 들었다. 추후 다른 메뉴도 도전해 볼 생각.",심재승,1년 전,연남제빵소
4,"시나몬롤은 맛있었지만 좀 짰어요.  지금까지 가장 좋았던 것은 크루키였습니다. 미니버거도 꽤 맛있었어요. 15,000원 ​​이상 구매하시면 영수증에 스탬프를 찍어 옆집 컴포즈 커피에서 아메리카노를 무료로 드실 수 있습니다.",Bong Kim,11달 전,연남제빵소
4,,Constant Jeon,1년 전,연남제빵소
5,"연남동 이탈리안 래스토랑 ‘분식’
최자로드 보고 찾아간 작은 음식점(4인 테이블 1, 2인바 3)

우리밀로 만든 면이 너무 맛나고, 빵도 맛남.
와인은 종류가 적지만 음식이랑 너무 잘 어울리게 잘 구비했고,(우린 화이트 오가닉 마셨는데 와인 자체만으로도 넘  맛있었고 숙취도 없었음)
파스타는 방아잎 페스토, 봉골레, 라구 먹었는데 맛있었는데 방아잎 페스토가 이 집의 킥이었음( 남은 소스에 빵을 찍어 먹는 거 강추)

경의선 철길 공원 끝이고 인근에 다른 갈 만한 곳이 없지만, 이 집 파스타를 먹기 위해 굳이 찾아갈 만한 집…캐치테이블에 예약하고 가는 거 필수

구글맵이나 네이버에는 나오지만 카카오맵은 분식이라 치면 안 나오고 ‘연남동 이탈리안’ 등으로 검색해야 함",SimonBSKim,7달 전,분식
5,"봉골레랑 라자냐! 맛있었다
생면 식감이 건면이랑 또다른 맛있는맛ㅎㅎ
메뉴시키면 주는 양파수프도 대존맛이당 당근라페는 처음 먹어봤는데 당근맛이 생각보다 강함 약간 더 절여져있으면 좋을맛...?

라자냐 위에 올라가는 오렌지제스토?가 상큼해서 느끼함을 좀 잡아줘서 좋았다 향기로워,,,
봉골레 위에 샤프란같은게 엄청 많아서 엥 했는데 실고추였다 ㅋㅋㅋㅋ 암튼 메뉴 다 너무 맛나고 맥주시킨것도 상큼시큼하니 너무 내스타일이었음..처음보는거라 찍어옴 포할라 리비케?

담에 또가서 맥주 잔뜩 마셔야지
공간은 크지않은데 예쁘게 잘 꾸며놓으셔서 좋음!",햇살,5년 전,분식
4,작지만 다정한 가게. 분식이란 이름도 친근하고 음식도 따뜻하다. 식전 양파스프도 새로웠고 소스에 찍어 드시라고 준 직접 구운 빵도 괜찮았다. 은두야 파스타를 시켰는데 가지그라탕과 라코타치즈 바질이 들어가서 다양한 식감을 즐길 수 있었다. 조용히 혼자서 파스타 먹기 좋은 곳.,장윤석,4년 전,분식
5,"분위기 좋고 원맨 쉐프 사장님의 주류 셀렉션도 아주 탁월하고, 가격도 이정도면 훌륭… 음식 퀄리티 좋습니다~",Sean Kim,1년 전,분식
5,쉐프님 한분이 하시는 아담한 식당입니당 메뉴가 다양하진 않지만 모든 메뉴가 정성스럽고 맛있어요! 사진에 찍힌 비주얼보다 더 맛있게 생겼는데...아쉽,옌짱 (YENZZANG),4년 전,분식
5,"직접 구워주시고
김치랑 고기랑 너무 잘 어울려요!! 너무 맛있게 잘 먹고 갑니다",강다영,1주 전,무쇠김치삼겹살연남 주식회사
5,직원 분들이 친절하시고 고기가 정말 맛있어요 특히 고기를 찍어 먹는 소스 들이 맛있었어요 다음에 연남동에 오면 또 올거같아요!,송효준,2달 전,무쇠김치삼겹살연남 주식회사
1,두명 갔는데도 3인분 부터 주문 필수라고 하네요.. 그건 그렇다고 치는데 메뉴판에 명확히 쓰셔야할 것 같고요.. 어제 여기서 저녁먹고 난생 처음으로 급성 두드러지 알레르기 반응와서 엄청 고생 중이에요.. 김치삼겹살을 30년 넘게 먹었는데 처음으로..,선생안,1달 전,무쇠김치삼겹살연남 주식회사
5,"기다린보람이 있어요!!  맛있어요!!
두부 추가해서 드세요",김유정,2달 전,무쇠김치삼겹살연남 주식회사
5,직접 구워주니 너무 편리하고 맛있었어요!,유영재,2달 전,무쇠김치삼겹살연남 주식회사
5,"연희동 감성이랑 연남동 감성이랑은 조금 다른 느낌임.
여기 분위기가 연남동스럽진 않지만, 그래도 맛있고 재밌게 놀다 감.
가게는 통창이라 개방감은 있음.
다만 창밖으로 보이는 길거리가 특별히 연희동스럽다고 느껴지진 않았음.
치킨은 전부 로스팅 치킨만 판매하고 있음.
전형적인 후라이드 치킨은 없음.",Chul,2주 전,누구나홀딱반한닭연남점
5,짱입니다!!!~~^^,agnes lee,1년 전,누구나홀딱반한닭연남점
5,,eingan,1년 전,누구나홀딱반한닭연남점
4,좋은 곳,Tosta Tosta,1년 전,누구나홀딱반한닭연남점
5,,조주영,1년 전,누구나홀딱반한닭연남점
3,수플레팬케이크가 정말 맛있습니다. 카페의 분위기 자체는 예쁘거나 깔끔한 느낌은 아니었어요. 그래도 편히 있기에는 좋은 공간입니다.,이찬미,4달 전,서울아일랜드
